,comment,compound,negative,neutral,positive,whether_pos_or_neg
38,"Jeon So-yeon is a genius. I've been watching her since her debut, but she's almost done with group songs. How much more will you be in the future",0.0,0.0,1.0,0.0,neu
39,I think it's a big girl.,0.0,0.0,1.0,0.0,neu
40,Principal Principal Soyeon is a cruel fairy tale to try to kill the shaman Minnie by walking with her shaman Minnie.,-0.8591,0.321,0.679,0.0,neg
41,Am I really dropping Amnet's Jeon So-yeon?,0.0,0.0,1.0,0.0,neu
42,I only upload cubes to Soyeon three times a day.,0.0,0.0,1.0,0.0,neu
43,I'm looking for Korean. I'm creepy. I'm looking for Koreans ㅠㅠ Please share with me creepy things ㅠㅠㅠ,0.5423,0.0,0.78,0.22,pos
44,"If the members have different personalities or colors, it can be difficult because the group doesn't fit well.",-0.6623,0.3,0.7,0.0,neg
45,00:51 Miyeon closed her eyes and thought she was next to Jeon Soyeon. ....Oh my,0.0,0.0,1.0,0.0,neu
46,"I'm the newest member of the Queendom group, but I think I have the best rice.",0.7783,0.0,0.691,0.309,pos
47,"If you look at this group a bit, it looks like you made a mosaic craft by gathering various colors of silk fabrics ... it's unique and unique to blend in and out. If you care about your appearance program and support Cody only as you do now, you can draw a real idol history. There is no discord within the team and there is no problem with your company. Please don't worry about other eyes.",0.5116,0.113,0.736,0.151,pos
48,"Jeon So-yeon's debut at PewDue is not really a concept of God, so there's too much ~ ❤️",0.3321,0.0,0.864,0.136,pos
49,"Jeon So-yeon is a genius, even if you look at him, and the members who follow Soyeon-yi are so great.",0.7384,0.0,0.774,0.226,pos
50,"Jeon So-yeon's producing power, stage performance, and members' concept firepower are so well revealed. I've taken all my heart.",0.4101,0.0,0.868,0.132,pos
51,Minnie I just finished the intro and whispered like a ratata. I think it's crazy.,0.0258,0.161,0.671,0.168,pos
52,This was the beginning of the legend.,0.0,0.0,1.0,0.0,neu
53,"Personally, if the kids didn't stage this much in the first round, legend stages (ex. Destiny or Nanahae) didn't come out in the next round.",0.0,0.0,1.0,0.0,neu
54,"I feel it every time I see it, but the shoes have increased a lot more at the beginning of my debut! It's getting better .. I'm looking forward to it.",0.7777,0.0,0.793,0.207,pos
55,"I just won everything in the intro .. Real surprise. Jeon So-yeon How do you think about making this intro. And Minnie Shaman role is so perfect .. I saw Snow White Cruelty fairy tale on stage. It's been a year, but it's just the best.",0.8785,0.046,0.717,0.237,pos
56,"Intro Real Legend !!
The atmosphere, the feeling of ordering, the mysterious language and the acting of Minnie's facial expressions are overwhelming.
The rainy season is so cute",0.6859,0.04,0.775,0.185,pos
57,"Hey cube, you don't do anything, just two. Gemstone + Let's support the artists.",0.4019,0.0,0.816,0.184,pos
58,I'm scared when I first do Thai and Ratata ... I'm scared.,-0.7003,0.392,0.608,0.0,neg
59,"It's like princesses, but it's not just Sharalah but Aladdin Jasmine.",0.1901,0.0,0.851,0.149,pos
60,"Now, I think I should have prepared a lot for the first stage of the children's stage.",0.2263,0.0,0.872,0.128,pos
61,Su-Soo Jin Who's scared of this?,-0.4404,0.367,0.633,0.0,neg
62,I would like to do this one more time at Mamma Melmu ..,0.3612,0.0,0.815,0.185,pos
63,"Oh, I really love you so much.",0.6697,0.0,0.527,0.473,pos
64,Ratata's part looks like Miyeon's really good with the tone,0.6901,0.0,0.584,0.416,pos
65,"Please do this at the end of the year, please.",0.5574,0.0,0.635,0.365,pos
66,And Minnie Intro are really scared ... I feel like I'm cursed,-0.1761,0.217,0.613,0.17,neg
67,"I'm not crazy, I'm so good, I'm so good The opening is unique and addicted I keep seeing it ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ",0.8137,0.0,0.704,0.296,pos
68,I came to see you again.,0.0,0.0,1.0,0.0,neu
69,"0:55 There's nobody in this part. ㅠ ㅠㅠㅠ Sujin, when I walked out, I thought there would be a black princess who would appear in Maleficent.",0.0,0.0,1.0,0.0,neu
70,"The great things Jeon Soyeon did for this contest:
Minni Intro Idea by Jeon So-yeon
The shaman concept is also produced by Jeon So-yeon.
Costume Concept Stage Concept
This is my debut song, and songwriting is written by Jeon So-yeon
This contest is arranged by Jeon So-yeon
So-yeon Jeon",0.6249,0.0,0.921,0.079,pos
71,The number of times is different,0.0772,0.0,0.794,0.206,pos
72,"I'm another fan, but the girls are open.",0.1655,0.0,0.809,0.191,pos
73,It's not what the other teams are doing ... They've been arranged by a whole wall ... Who starts in Thai ... I've run out of cheats ... I love kids.,0.34,0.082,0.794,0.124,pos
74,"I don't have any male visitors.
To show our children more (;;",0.0,0.0,1.0,0.0,neu
75,"This is twelve million times ... Ryan, too.",0.0,0.0,1.0,0.0,neu
76,"Honestly, I didn't know that this stage would come out, but Jeon So-yeon goes beyond that ... Really ...",0.25,0.0,0.895,0.105,pos
77,I love you,0.6369,0.0,0.192,0.808,pos
78,Ah So Yeon is just the best to eat her,0.6369,0.0,0.682,0.318,pos
79,"I keep coming back.
Jeon So-yeon is so good",0.5777,0.0,0.652,0.348,pos
80,This is Jeon So-yeon's genius! How many rata versions do you have?,0.0,0.0,1.0,0.0,neu
81,It seems like this is the first time a group has placed foreign members in the right place. ㅋㅋㅋ ㅋㅋㅋ This member used his language as well. Like heaven sent to children,0.8555,0.0,0.722,0.278,pos
82,I really love Soyeon. How did you prepare for this stage?,0.6697,0.0,0.667,0.333,pos
83,"Since the original song is Jeon So-yeon, I have to play with a real song. ,, Genius Field Soyeon ㅠㅠ ㅠㅠㅠ",0.5719,0.0,0.783,0.217,pos
84,Director Jeon So-yeon is the best!,0.6696,0.0,0.527,0.473,pos
85,Jeon Soyeon is a genius,0.0,0.0,1.0,0.0,neu
86,"It's really genius, younger than me.",0.0,0.0,1.0,0.0,neu
87,Jeon So-yeon's Pewdue fell from Shinhan Han-soo.,0.0,0.0,1.0,0.0,neu
88,I love the kids concept so no exit,0.3256,0.238,0.414,0.348,pos
89,Wow ~ 10 million hits. Fire and Ssang ten million!,0.4003,0.178,0.519,0.303,pos
90,"Cube bows down to the members who play the arrangement, and Jeon So-yeon keeps his feet on the ground.",0.34,0.0,0.882,0.118,pos
91,"Say I don't like it and I'm shocked
I don't feel it
Someone who came to Zhengzhou",-0.5283,0.253,0.747,0.0,neg
92,Jeon So-yeon is a real genius,0.0,0.0,1.0,0.0,neu
93,Jeon Soyeon's vocalization ... Let's finally Ebide ~ Ebitna-chan ~ rat! Plugs into the ear,0.0,0.0,1.0,0.0,neu
94,"Wow. Crazy stage.
The real one members are precious women ..",0.7269,0.134,0.447,0.419,pos
95,Seriously you should come out with this version.,-0.1779,0.195,0.805,0.0,neg
96,"There are many members who seem to eat only the leftovers among other groups, but Jeon So-yeon's dressing up is like a twelve-up table.",0.5023,0.0,0.871,0.129,pos
97,I think Minni's role in the introduction is really good ... Jeon So-yeon is a genius in the idol.,0.4927,0.0,0.834,0.166,pos
98,I'm still curious that this song was inspired by the Gacon. ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ,0.6705,0.0,0.703,0.297,pos
99,It's really amazing .... crazy.,0.3462,0.273,0.307,0.42,pos
100,"Honestly, Minnie had a distinctive and strange voice, so if she was grouped together, she couldn't be good at it. She seems to always make the song really stand out and make Minni's voice stand out.",-0.0531,0.107,0.816,0.077,neg
101,I'd like to hear the Queen's version of the Latata sound.,0.3612,0.0,0.8,0.2,pos
102,"All the girls in Korea come out of Queendom. I love you, Shiva. I'm 7 years old.",0.6369,0.0,0.769,0.231,pos
103,"I'm just going to see you guys. I have Jeon So Yeon, but all members support everything Jeon So Yeon wants.",0.5499,0.0,0.843,0.157,pos
104,"Jeon So-yeon is a real genius
It's younger that Jeon So-yeon's overall production was complete, including choreography, choreography, and costume concept.",0.0,0.0,1.0,0.0,neu
105,The Queendom stage is over 10 million and three of them are kids lol,0.4215,0.0,0.823,0.177,pos
106,"Jeon So Yeon writes and composes a song, so I understand the stage perfectly.",0.6369,0.0,0.724,0.276,pos
107,I didn't know this time ... I'm going to be polling Jeon So-yeon.,0.0,0.0,1.0,0.0,neu
108,Why do those guys keep holding me,0.0,0.0,1.0,0.0,neu
109,"I'm overlooking Sujin when I dance in the children, but Jeon So-yeon dances too well. Sujin is a fatal and pretty dance. Jeon So-yeon's planning and grasping power is so bad that I can't mention it.",-0.7216,0.234,0.618,0.148,neg
110,"Even more scary ... Jeon So-yeon during this period of the contest, the seniors are getting inspiration about the future song through the stage ..... LOL",0.533,0.104,0.688,0.207,pos
111,"From the introduction to the ending, I'm very crazy .. Minny's introduction is crazy. Especially, all the arrangements are made by Jeon So-yeon. I can't express it except the word Genius.",-0.6582,0.161,0.839,0.0,neg
112,"Shu Hua makes her baby tea pack.
Like a baby",0.3612,0.0,0.762,0.238,pos
113,I went to see other teams to raise the expectation because I was the first place. I watched this last time. I didn't really skip it. I stopped and woke up .. The real arrangement choreography atmosphere.,-0.2878,0.065,0.935,0.0,neg
114,"This is not a performance, but an art on stage.",0.0,0.0,1.0,0.0,neu
115,Congratulations on your 1st contest for our children❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0.5994,0.0,0.642,0.358,pos
116,LATATA Jeon So-yeon wrote the composition of the members to the utilization ㄹㅇ If you are a director is a Guardiola class,0.0,0.0,1.0,0.0,neu
117,I don't invite you to mama What are you doing?,-0.1139,0.153,0.847,0.0,neg
118,"Honestly, the stage composition was ant",0.4588,0.0,0.625,0.375,pos
119,Jeon So-yeon's true story; Girls' group singers come out to study;; ㅋ ㅋㅋ,0.4215,0.0,0.797,0.203,pos
120,But I can see that Shuhwa dances a lot better.,0.4404,0.0,0.707,0.293,pos
121,I'm so proud. I'm so proud and happy that I want to wave this idol,0.9011,0.0,0.454,0.546,pos
122,"Jeon So-yeon's songwriting was very powerful here. Because it was his own song, you probably understood it best and you know how to do it.",0.807,0.0,0.759,0.241,pos
123,Why is this guide for me?,0.0,0.0,1.0,0.0,neu
124,"It's true that the kids are new, but the core is not as good as the girl group 1
It's so cool and cool that this video is not the core fan's mingming duck, but really popular choice.
It doesn't mean that the core fan's summing is bad and it doesn't mean that it's cool that a rookie is rated this much!",0.8868,0.099,0.67,0.231,pos
125,"Minnie sells more seriously .. and ..
I really liked only girl idols.",0.2732,0.132,0.663,0.205,pos
126,⍤⃝ looking at the stage creepy 6 times,0.0,0.0,1.0,0.0,neu
127,1:48 i just want to say that sihun looks so cute ㅋ ㅋㅋㅋ,0.6329,0.0,0.635,0.365,pos
128,"The reaction is so funny. You really support me. Real cube supports Jeon So Yeon ... Real Jeon So Yeon ,, So So Yeon, So cool.",0.902,0.0,0.645,0.355,pos
129,"Queendom is the biggest beneficiary of girls. Since I'm the youngest, there's no pressure on the rankings, but it also supports my skills. There is someone who knows how to make a song, so you can design stage productions, concepts, and arrangements more freely than any other team. It was noticeable from the opening performance stage, but it showed the black magic concept properly at the main stage lol. Mamamu is known to be very good, but the children are relatively well-known teams. It's like a group of 5-6 years looking at the stage",0.9619,0.03,0.778,0.193,pos
130,"I'm in my mid 30s, and this is my first time knowing the name of each girl group",0.0,0.0,1.0,0.0,neu
131,So Yeon-a don't forget to save all the money and set up a company with the children !!!!!!,-0.4341,0.183,0.724,0.093,neg
132,"I don't know anything else, but please take the cube with Jeon So-yeon ... Everybody's voice is unique, so if you do not go wrong, you can't match it.
The other group members' faces looking at the stage look like my face",0.8601,0.0,0.799,0.201,pos
133,"Ah, it's like memorizing spells in Thai. Creepy",0.3612,0.0,0.737,0.263,pos
134,"Now, I think there's just one genius and one stage genius in this young group.
Lee Jung-yoon and Hyun-ah who had planned a lot of success in 4Minute, and Beast also wrote the song Yong-joon 0, Dancing shoes, Pentagon triple-h and Hyun-h kids, This is Jeon So-yeon and Sujin",0.5719,0.0,0.926,0.074,pos
135,Arranged round,0.0,0.0,1.0,0.0,neu
136,Jeon So-yeon is going to produce an idol group afterwards as an agency. It seems to know exactly what the public wants and what trends are appropriate for the times.,0.0,0.0,1.0,0.0,neu
137,10 million !!!!!!!!!!!!!!!!!!!!!!!!!!,0.0,0.0,1.0,0.0,neu
138,I love you Sujin sister ㅠㅠ Oh I'm really going to do real children gathered princess from each country ㅠㅠ ㅠㅠ Oh I'll be back I really chewed on stage ㅠㅠㅠ,0.6369,0.0,0.87,0.13,pos
139,"Like Jeon So Yeon's Minnie card
Minnie seems to know too well where to match the peculiar feelings
+ Ata! It's awesome ~ ^^ Thank you 9.8 thousand
It's not a big deal but it feels so nice ~ (; ~>) ♡",0.9347,0.0,0.636,0.364,pos
140,I really don't believe it's the youngest group.,0.0,0.0,1.0,0.0,neu
141,Tutu tutu tutu tutu tutu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu tu,0.0,0.0,1.0,0.0,neu
142,It's like the best idol arrangement ever. I don't know who arranged it,0.7717,0.0,0.599,0.401,pos
143,Something from the intro ... I've seen a horror movie summary.,-0.5719,0.291,0.709,0.0,neg
144,I'm watching a couple of times ㅠㅠ I'm sick and tired of dying,-0.7351,0.383,0.617,0.0,neg
145,Minnie vocals have good weight. Looks good with this song,0.7003,0.0,0.58,0.42,pos
146,Haha I'm so cool,0.6801,0.0,0.263,0.737,pos
147,"The real children have a unique feeling to be members .. As well as using the atmosphere that Minni is really good at, Sujin is also the first time. Sujin was hit three times by the dance line ...",0.6997,0.0,0.837,0.163,pos
148,Who's scared of something? ;;,-0.4404,0.42,0.58,0.0,neg
149,It's all done with latata lol,0.4215,0.0,0.641,0.359,pos
150,It's so good to see Shuhwa on this broadcast.,0.4927,0.0,0.715,0.285,pos
151,I love children,0.6369,0.0,0.192,0.808,pos
152,I'm filming a queen on Mnet.,0.0,0.0,1.0,0.0,neu
153,ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ Everyone like a rat who follows a pipe.,0.3612,0.0,0.828,0.172,pos
154,The children are like the gods of Queendom uh oh jeon yeon oh rap and this latata Minny magic and arranged the original good song shine more Always make a good song but the idea is really good and long run as a group❤,0.8462,0.0,0.768,0.232,pos
155,4:03 4:03 Really good.,0.4927,0.0,0.484,0.516,pos
156,I saw this too much and memorized the Thai part.,0.0,0.0,1.0,0.0,neu
157,"Foreign
I really enjoyed the advantage of having an inmate.",0.7056,0.0,0.544,0.456,pos
158,It's really ...,0.0,0.0,1.0,0.0,neu
159,"3:41 Sujin, it's awesome. I'm creepy.",0.6249,0.0,0.549,0.451,pos
160,What should I do ... I really like Jeon So Yeon because I'm so genius.,0.4201,0.0,0.811,0.189,pos
161,If you gave me this sound,0.0,0.0,1.0,0.0,neu
162,"3:41
Sujin is pretty ~~~",0.4939,0.0,0.556,0.444,pos
163,"Wow, it's really awesome. I usually think it's better if you arrange the original song, but it's too bad.",0.2374,0.18,0.492,0.329,pos
164,It's a great arrangement to keep watching.,0.6249,0.0,0.549,0.451,pos
165,This crazy thing. I do everything I want to do ㅠㅠㅠ ㅠㅠㅠ,-0.2732,0.205,0.684,0.111,neg
166,"The singer who sings the song given by the composer or the producer is also a singer, but the singer-songwriter who sings the song he wrote can really express the color of his song. Cheers to Jeon So-yeon who showed her song in a different color!",0.6643,0.0,0.906,0.094,pos
167,"3:41 Sujin, really ... Kilpo ... Who's scared? ㅠㅠ Sister's face is scary.",-0.7269,0.357,0.643,0.0,neg
168,3:54 It's like a civilization follows a real spell.,0.3612,0.0,0.706,0.294,pos
169,"When it comes to spell-related languages, Latin comes to mind, but I didn't even know that Thai was such a fascinating language.",0.6956,0.0,0.8,0.2,pos
170,"Rainy, Minni's voice is a real sniper.",-0.0772,0.206,0.794,0.0,neg
171,Don't be fooled by your agency. Quietly support Soyeon and give him lots of money. If Ulsoyeon is ruined,0.1984,0.129,0.667,0.204,pos
172,I'm really good at arranging ...,0.4927,0.0,0.61,0.39,pos
173,I'm not kidding because I'm good at it. I wanted to do something you didn't even try.,0.3826,0.071,0.769,0.159,pos
174,"Jeon So-yeon who selects songs genius and children members who perfectly digest it,
How did these talents come from the cube?",0.802,0.0,0.725,0.275,pos
175,Intro decadent Buddhism It's not a joke because Thai speaks Thai,-0.2235,0.173,0.827,0.0,neg
176,0:39 The black-and-white conversion is a real godsend.,0.5859,0.0,0.612,0.388,pos
177,"It's been a while since I debuted, but it's not a joke",-0.3252,0.226,0.774,0.0,neg
178,I'm really hard and passionate. My debut song is a hit. I love real kids.,0.8004,0.087,0.511,0.402,pos
179,"Jeon So-yeon is a real genius, I don't say this well, but I've been creepy watching arrangements and stage planning skills. I hope more people know this fact.",0.6744,0.0,0.806,0.194,pos
180,The children seemed to show the most complete stage,0.0,0.0,1.0,0.0,neu
181,The stage looks really delicious,0.6115,0.0,0.5,0.5,pos
182,I saw Lovelyz Queen Achu and YouTube recommends this.,0.2263,0.0,0.787,0.213,pos
183,Jeon So-yeon's genius and the great members who express him are the other talents that Jeon So-yeon wants to express.,0.7964,0.0,0.717,0.283,pos
184,"I keep seeing it again, it's creepy .. ㄷㄷ
Opened",0.0,0.0,1.0,0.0,neu
185,Just crazy ... Wow ...,0.34,0.261,0.326,0.413,pos
186,"There is only one Jeon So-yeon who has made a profit because he did not debut. It would not have been the top of the list when IoI entered, and the atmosphere was diminished, and Ioia itself was a cute concept.",0.7717,0.0,0.824,0.176,pos
187,What are these guys? What are you doing?,0.0,0.0,1.0,0.0,neu
188,The rainy season is so good. There are not a lot of people who like rainy season.,0.685,0.125,0.576,0.299,pos
189,Jeon So-yeon should be designated as a national treasure ...... Minnie is a number of gods.,0.3612,0.0,0.774,0.226,pos
190,This is my sound source,0.0,0.0,1.0,0.0,neu
191,The stage that marked the beginning of the legend,0.0,0.0,1.0,0.0,neu
192,Why did you not come to Melmu?,0.0,0.0,1.0,0.0,neu
193,"If you're like Kingdom, you'll kill ㅠ ㅠㅠㅠ ㅠㅠㅠ ㅠㅠㅠ ㅠㅠㅠ",-0.4939,0.309,0.526,0.164,neg
194,It's a whole person who sells cubes ... It's so amazing to see only the talented people who haven't really worked.,0.8468,0.0,0.688,0.312,pos
195,"If you think about it now, Pic Michu is Jeo So-yeon, who is a talent who can do everything from vocal judge rap judge dance judge to concept producer.",0.4215,0.0,0.906,0.094,pos
196,"03:42 From this point on, the best of all the people to follow the lyrics as if they were really ...",0.6369,0.0,0.826,0.174,pos
197,It's really good to be black and white at first,0.4927,0.0,0.738,0.262,pos
198,"When I made LATATA, I thought that I made it because I felt it was a spell. .....,",0.0,0.0,1.0,0.0,neu
199,Miyeon's Legendary is so cute ㅠㅠㅠ ㅠㅠㅠ,0.5949,0.0,0.608,0.392,pos
200,Replying to @Daniel_Wolf,0.0,0.0,1.0,0.0,neu
201,I don't know how many times I look back .. So-yeon Jeon is really a genius. Sujin's facial expression and dance are really amazing.,0.624,0.0,0.83,0.17,pos
202,Replying to @David_Gill,0.0,0.0,1.0,0.0,neu
203,"The first thing that came to my mind when I was on stage was ...
Honestly, when they came out, they would remix and sing and cover themselves, especially when the children almost broke the dance composition, arranged, and ...",0.1263,0.059,0.87,0.071,pos
204,"Among the older sisters, Gise boy, Shuhwa is so pure.
It's like a baby playing with a teddy bear between knives and sisters fighting with guns ... ♡",0.2648,0.086,0.757,0.157,pos
205,3:41 I really loved my sister.,0.6361,0.0,0.488,0.512,pos
206,"The real children are Jeon So Yeon.
Acknowledgments Joa-kuk",0.0,0.0,1.0,0.0,neu
207,It looks like a real queen ㅠㅠ ㅠㅠㅠ It's so pretty Oh I think I'm in the mouth,0.7661,0.0,0.679,0.321,pos
208,"Personally, the idea was that they were the newest. ㅠㅠ I really tried to suck the people who looked really well. It went so well.",0.1586,0.109,0.725,0.165,pos
209,This is an idol and this is a singer,0.0,0.0,1.0,0.0,neu
210,Just good at this time.,0.4404,0.0,0.58,0.42,pos
211,"It's a `` hit song contest, '' and the debut song is a hit.",0.0,0.0,1.0,0.0,neu
212,Thank you for making your debut,0.3612,0.0,0.667,0.333,pos
213,"Wow .. crazy ;; The introduction sees a creepy shoot;
What do you remember ... children only remember the stage ;;;;",0.0,0.187,0.664,0.148,neg
214,Real concept unique !!!! So cool !!,0.5805,0.0,0.615,0.385,pos
215,3:40 Seo-su-jin is crazy ....... Crazy ..... I've seen hundreds of times. Woojin is the best ?? It looks like this,0.504,0.166,0.589,0.245,pos
216,It seems to have brought in all the advantages that can be utilized in a real team .....,0.3612,0.0,0.865,0.135,pos
217,I felt this once again. It's so cool to see a woman like Jeon So-yeon is a real genius.,0.6696,0.0,0.718,0.282,pos
218,2:44 Wow .... I'm totally out of sight.,0.5859,0.0,0.648,0.352,pos
219,"Soyeon, I'm interested in watching the debut stage, but I think they'll be the guys to the groom ~~~ ^^
I still feel a bit uncomfortable compared to my ability ~~~~~
The most loved group ^^
Cheer up ^^",0.9125,0.069,0.627,0.304,pos
220,"Real children are a group that goes well with Jeon So-yeon, who are all good at digesting together so that no one should fall out.
Jeon So-yeon has the ability to save the cards that are good for the members.",0.8727,0.051,0.675,0.274,pos
221,"I didn't think there would be more scary settings than this, but ...",-0.3064,0.17,0.83,0.0,neg
222,"Oh, I kept seeing the chickens",0.0,0.0,1.0,0.0,neu
223,Children's Jeon So-yeon is Queen's Freddie Mercury. Soyeon in Gidle is like Freddie Mercury in Queen.,0.3612,0.0,0.857,0.143,pos
224,Wow ... you really are ...,0.5859,0.0,0.568,0.432,pos
225,2:40 When I went to Minnipart from Soyeon Lab .....,0.0,0.0,1.0,0.0,neu
226,Miyeon looks like the best princess ㅠ ㅠㅠㅠ,0.7717,0.0,0.427,0.573,pos
227,It's a legend in the opening.,0.0,0.0,1.0,0.0,neu
228,"4:00 Oh, I'm a real genius",0.0,0.0,1.0,0.0,neu
229,"Genuine Jeon So Yeon's all-around genius ... I'm looking for a video to watch the Queendom, sweeping the stage and writing songs, and I can't do it without children. It's really a pro on stage. I've never liked this, but I'm really investing. Jeon So-yeon I'm envious and cool at the high level of self-esteem.",-0.0941,0.077,0.871,0.052,neg
230,It's the best beeping beat from Minnie Part 1.,0.6369,0.0,0.656,0.344,pos
231,2:11 Take your sister,0.0,0.0,1.0,0.0,neu
232,Minnie is so crazy like crazy how mysterious ?????????,-0.6613,0.45,0.376,0.174,neg
233,"Jeon So-yeon's only weakness is that his company is a cube. And if you want me to stand out one of the other kids' strengths on each stage. This time, Minnie's tone and nationality.",0.0516,0.076,0.815,0.109,pos
234,"3:13 Wow, I think I'm going to clean my hair before I get out of his part.",0.7579,0.0,0.667,0.333,pos
235,"Real arrangement too .. grand, cool and pleasant",0.8225,0.0,0.368,0.632,pos
236,Later in the game. Who's scared? I started to see the cast members followed by Latata. And the kids won.,0.2023,0.123,0.72,0.157,pos
237,This is the sound guide and what are you doing?,0.0,0.0,1.0,0.0,neu
238,ㅇ ... it's a crisis.,-0.6249,0.672,0.328,0.0,neg
239,I will shoot 10 million soon ... Let's go 10 million !!,-0.4559,0.23,0.77,0.0,neg
240,Jeon So-yeon Cheon Genius ;; The concept of the medicine man was awesome.,0.6249,0.0,0.745,0.255,pos
